          楽曲名,難易度,楽曲レベル,クリアランク,スコアグレード,ハイスコア,EXスコア,プレー回数,クリア回数,ULTIMATE CHAIN,PERFECT
Lunatic Rough Party!!,EXHAUST,15,COMPLETE,AAA,9761129,0,2,2,0,0
超越してしまった彼女と其を生み落した理由,EXHAUST,17,ULTIMATE CHAIN,S,9961915,0,34,28,1,0
Bangin' Burst,EXHAUST,18,EXCESSIVE COMPLETE,S,9970869,7921,147,119,0,0
Bangin' Burst,GRAVITY,19,EXCESSIVE COMPLETE,AAA+,9897731,0,35,32,0,0
For UltraPlayers,EXHAUST,18,EXCESSIVE COMPLETE,S,9966694,0,82,50,0,0
For UltraPlayers,HEAVENLY,19,EXCESSIVE COMPLETE,S,9900206,0,6,5,0,0
BLACK or WHITE?,EXHAUST,18,EXCESSIVE COMPLETE,S,9966491,0,54,44,0,0
BLACK or WHITE?,GRAVITY,19,EXCESSIVE COMPLETE,S,9974102,7595,27,24,0,0
Hellfire,EXHAUST,17,ULTIMATE CHAIN,S,9987531,0,42,37,2,0
Hellfire,GRAVITY,18,EXCESSIVE COMPLETE,S,9920473,0,10,10,0,0
Last Concerto,EXHAUST,17,EXCESSIVE COMPLETE,S,9976043,0,33,28,0,0
Stella Sinistra,EXHAUST,16,EXCESSIVE COMPLETE,S,9941486,0,9,9,0,0
HYENA,EXHAUST,17,EXCESSIVE COMPLETE,S,9984567,0,39,32,0,0
PUNISHER,EXHAUST,16,EXCESSIVE COMPLETE,S,9910428,0,3,3,0,0
Erlung,EXHAUST,14,PERFECT,S,10000000,0,10,9,3,1
Erlung,GRAVITY,17,EXCESSIVE COMPLETE,S,9972239,0,5,5,0,0
choux à la crème,EXHAUST,16,ULTIMATE CHAIN,S,9994169,0,24,17,1,0
choux à la crème,GRAVITY,17,EXCESSIVE COMPLETE,S,9986800,0,8,8,0,0
take a step forward,EXHAUST,15,ULTIMATE CHAIN,S,9992150,0,12,11,1,0
take a step forward,HEAVENLY,17,EXCESSIVE COMPLETE,S,9960359,0,2,2,0,0
Last Battalion,EXHAUST,15,PERFECT,S,10000000,0,14,14,6,1
Last Battalion,GRAVITY,17,PERFECT,S,10000000,6219,17,17,7,1
クノイチでも恋がしたい,EXHAUST,16,PERFECT,S,10000000,0,21,18,4,1
shiningray,EXHAUST,13,COMPLETE,S,9962732,0,1,1,0,0
タイムマシン,EXHAUST,13,EXCESSIVE COMPLETE,AAA,9709401,0,1,1,0,0
Decretum,EXHAUST,17,ULTIMATE CHAIN,S,9972113,0,35,31,1,0
Dignity,EXHAUST,16,EXCESSIVE COMPLETE,S,9983982,0,25,18,0,0
ムーニャポヨポヨスッポコニャーゴ,EXHAUST,17,ULTIMATE CHAIN,S,9980506,0,18,15,1,0
ムーニャポヨポヨスッポコニャーゴ,VIVID,18,EXCESSIVE COMPLETE,S,9900618,0,2,1,0,0
We Are The Scarlet (SDVX Edit),EXHAUST,15,PERFECT,S,10000000,0,9,8,1,1
Devotion,EXHAUST,12,PERFECT,S,10000000,0,2,2,1,1
ルーネイトエルフ(Riz Mix),EXHAUST,14,COMPLETE,S,9985549,0,1,1,0,0
True Blue,EXHAUST,17,ULTIMATE CHAIN,S,9994343,0,21,21,7,0
Shadows in the Light,EXHAUST,13,EXCESSIVE COMPLETE,AAA+,9863842,0,1,1,0,0
Demetel,EXHAUST,12,PERFECT,S,10000000,0,3,3,1,2
トラウィスカルパンテクートリ,EXHAUST,16,ULTIMATE CHAIN,S,9984350,0,10,10,5,0
Electric "Sister" Bitch,EXHAUST,16,PERFECT,S,10000000,0,14,14,4,1
桜華月想-SDVX EDIT-,EXHAUST,12,PERFECT,S,10000000,0,2,2,0,1
やばいつよくてあたまいいあたいのうた,EXHAUST,15,EXCESSIVE COMPLETE,S,9989118,0,5,2,0,0
- dirty rouge -,EXHAUST,15,ULTIMATE CHAIN,S,9977246,0,2,1,1,0
BUBBLE RAVER,EXHAUST,15,ULTIMATE CHAIN,S,9989169,0,4,3,1,0
Paradoxy,EXHAUST,15,ULTIMATE CHAIN,S,9959415,0,3,3,1,0
Rings of Rainbow,EXHAUST,15,EXCESSIVE COMPLETE,S,9984187,0,10,9,0,0
LEMON SUMMER,EXHAUST,15,PERFECT,S,10000000,0,23,22,6,1
赤より紅い夢-Aya2g Tech Dance Remix-,EXHAUST,16,EXCESSIVE COMPLETE,S,9974126,0,7,6,0,0
Indomitable Spirit,EXHAUST,13,PERFECT,S,10000000,0,4,4,0,1
Catadioptric,EXHAUST,13,PERFECT,S,10000000,0,7,7,1,1
放課後ストライド,EXHAUST,16,PERFECT,S,10000000,0,3,3,0,1
放課後ストライド,HEAVENLY,17,EXCESSIVE COMPLETE,S,9968495,0,2,2,0,0
マネマネサイコトロピック,EXHAUST,14,ULTIMATE CHAIN,S,9989369,0,2,2,1,0
夢の空、約束の場所,EXHAUST,11,PERFECT,S,10000000,0,2,2,1,1
ワヴル魔法図書館,EXHAUST,15,ULTIMATE CHAIN,S,9997094,0,9,9,1,0
最終鬼畜妹フランドール・S,EXHAUST,16,EXCESSIVE COMPLETE,S,9990995,0,23,14,0,0
最終鬼畜妹フランドール・S,GRAVITY,18,EXCESSIVE COMPLETE,S,9973345,0,14,13,0,0
INFINITY OVERDRIVE,EXHAUST,15,EXCESSIVE COMPLETE,S,9980263,0,19,14,0,0
INFINITY OVERDRIVE,GRAVITY,17,EXCESSIVE COMPLETE,S,9951737,0,11,11,0,0
Crack Traxxxx,EXHAUST,16,ULTIMATE CHAIN,S,9995340,0,36,27,4,0
Crack Traxxxx,GRAVITY,18,EXCESSIVE COMPLETE,S,9941482,6963,19,18,0,0
XROSS INFECTION,EXHAUST,17,EXCESSIVE COMPLETE,S,9959079,0,46,39,0,0
XROSS INFECTION,GRAVITY,19,EXCESSIVE COMPLETE,S,9952808,6939,45,42,0,0
Double Universe,EXHAUST,16,EXCESSIVE COMPLETE,S,9982547,0,5,2,0,0
Double Universe,GRAVITY,17,EXCESSIVE COMPLETE,S,9963446,0,4,4,0,0
Dawn of Asia,EXHAUST,15,PERFECT,S,10000000,0,7,5,3,1
Dawn of Asia,GRAVITY,16,EXCESSIVE COMPLETE,S,9990625,0,4,4,0,0
8 -eight-,EXHAUST,16,ULTIMATE CHAIN,S,9993364,0,3,3,1,0
Over the Starlit sky,EXHAUST,15,EXCESSIVE COMPLETE,S,9947325,0,1,1,0,0
snow storm -euphoria-,EXHAUST,17,ULTIMATE CHAIN,S,9978793,0,46,35,5,0
snow storm -euphoria-,GRAVITY,19,EXCESSIVE COMPLETE,S,9908878,7083,35,34,0,0
曾根崎心中,EXHAUST,15,PERFECT,S,10000000,0,21,21,4,2
DEADLOCK XXX,EXHAUST,17,ULTIMATE CHAIN,S,9981995,0,33,30,1,0
魔法少女達の百年祭(masty core remix),EXHAUST,15,EXCESSIVE COMPLETE,S,9979437,0,6,6,0,0
ユクエシレズ,EXHAUST,13,ULTIMATE CHAIN,S,9973031,0,1,1,1,0
ありふれたせかいせいふく,EXHAUST,13,PERFECT,S,10000000,0,6,6,2,2
ウサテイ,EXHAUST,15,PERFECT,S,10000000,0,6,5,0,1
Quietus Ray,EXHAUST,17,ULTIMATE CHAIN,S,9991023,0,42,33,1,0
Quietus Ray,HEAVENLY,19,EXCESSIVE COMPLETE,S,9908496,0,14,11,0,0
VERSUS!!,EXHAUST,15,ULTIMATE CHAIN,S,9994172,0,14,14,4,0
Booths of Fighters,EXHAUST,17,PERFECT,S,10000000,6202,72,50,2,3
Booths of Fighters,HEAVENLY,19,EXCESSIVE COMPLETE,S,9932753,0,7,6,0,0
Playing With Fire,EXHAUST,16,EXCESSIVE COMPLETE,S,9982668,0,4,4,0,0
愛くるしフール -Not EASY!!-,EXHAUST,15,EXCESSIVE COMPLETE,S,9955784,0,1,1,0,0
太陽はやめて！ぼくらのスカーレット警察,EXHAUST,13,EXCESSIVE COMPLETE,S,9988619,0,3,3,0,0
U.N. Owen was her? (Hyuji Remix),EXHAUST,13,ULTIMATE CHAIN,S,9992254,0,5,5,2,0
Lunartic Dial,EXHAUST,16,EXCESSIVE COMPLETE,S,9966641,0,21,19,0,0
Voice 2 Voice,EXHAUST,15,PERFECT,S,10000000,0,21,21,4,1
Daily Lunch Special ～DeliciousREMIX～,EXHAUST,15,ULTIMATE CHAIN,S,9996260,0,8,8,3,0
デストロイマーチ,EXHAUST,16,ULTIMATE CHAIN,S,9970588,0,30,30,1,0
Unicorn tail Dustboxxxx RMX,EXHAUST,16,ULTIMATE CHAIN,S,9994438,0,12,11,3,0
Unicorn tail Dustboxxxx RMX,VIVID,18,PERFECT,S,10000000,6919,5,5,1,1
恋はどう？モロ◎波動OK☆方程式!!,EXHAUST,15,ULTIMATE CHAIN,S,9981185,0,3,3,1,0
Venona,EXHAUST,15,EXCESSIVE COMPLETE,S,9987006,0,4,2,0,0
Cirno Break,EXHAUST,16,EXCESSIVE COMPLETE,S,9982788,0,7,5,0,0
#Fairy_dancing_in_lake,EXHAUST,16,EXCESSIVE COMPLETE,S,9965776,0,25,23,0,0
モモンが門番ばんっ☆,EXHAUST,15,EXCESSIVE COMPLETE,S,9920391,0,1,1,0,0
U.N.オーエンは彼女なのか？(TO-HOlic mix),EXHAUST,16,EXCESSIVE COMPLETE,S,9987360,0,19,19,0,0
音楽 -resolve-,EXHAUST,17,EXCESSIVE COMPLETE,S,9975490,0,22,16,0,0
音楽 -resolve-,VIVID,19,PLAYED,C,7476190,0,1,0,0,0
少年は空を辿る Prog Piano Remix,EXHAUST,16,ULTIMATE CHAIN,S,9984264,0,18,16,5,0
少年は空を辿る Prog Piano Remix,GRAVITY,17,ULTIMATE CHAIN,S,9975713,0,17,17,1,0
獣性オーバーフロウ,EXHAUST,15,PERFECT,S,10000000,0,6,6,2,1
HAPPY HEART BEAT,EXHAUST,14,ULTIMATE CHAIN,S,9993319,0,1,1,1,0
華陽炎-Hana Kagerou-,EXHAUST,14,ULTIMATE CHAIN,S,9956487,0,2,1,1,0
BabeL ～Next Story～,EXHAUST,17,EXCESSIVE COMPLETE,S,9928335,0,24,24,0,0
いーあるふぁんくらぶ,EXHAUST,13,COMPLETE,AAA+,9855371,0,2,2,0,0
いーあるふぁんくらぶ,GRAVITY,16,PERFECT,S,10000000,0,5,5,0,1
え？あぁ、そう。,EXHAUST,12,PERFECT,S,10000000,0,2,2,1,1
OVERDRIVERS,EXHAUST,14,PERFECT,S,10000000,0,6,4,0,1
GEROL,EXHAUST,16,EXCESSIVE COMPLETE,S,9963583,0,4,4,0,0
Joyeuse,EXHAUST,17,EXCESSIVE COMPLETE,S,9951612,0,41,36,0,0
HΨ=世界創造=EΨ,EXHAUST,12,COMPLETE,S,9986550,0,1,1,0,0
つぶやき魔法少女りむる,EXHAUST,16,ULTIMATE CHAIN,S,9997348,0,17,16,1,0
トリノコシティ,EXHAUST,12,PERFECT,S,10000000,3402,3,3,0,2
ネトゲ廃人シュプレヒコール,EXHAUST,14,ULTIMATE CHAIN,S,9992057,0,3,3,2,0
HAELEQUIN,EXHAUST,17,ULTIMATE CHAIN,S,9974093,0,54,51,5,0
殯,EXHAUST,13,ULTIMATE CHAIN,S,9996249,0,1,1,1,0
悪いところがひとつもない！,EXHAUST,14,ULTIMATE CHAIN,S,9992429,0,3,3,1,0
アルストロメリア KURO-HACO Remix,EXHAUST,15,EXCESSIVE COMPLETE,S,9963913,0,1,1,0,0
C18H27NO3,EXHAUST,16,EXCESSIVE COMPLETE,S,9992113,0,35,32,0,0
C18H27NO3,HEAVENLY,18,EXCESSIVE COMPLETE,AAA+,9886639,0,6,5,0,0
カラルの月 Verdammt Remix,EXHAUST,12,ULTIMATE CHAIN,S,9989293,0,1,1,1,0
隅田川夏恋歌 (I/O Angel mix),EXHAUST,12,PERFECT,S,10000000,0,3,3,2,1
Bad ∞ End ∞ Night,EXHAUST,13,PERFECT,S,10000000,0,3,3,0,1
ラクガキスト,EXHAUST,16,EXCESSIVE COMPLETE,S,9983344,0,30,25,0,0
ラクガキスト,VIVID,19,EXCESSIVE COMPLETE,S,9929481,0,5,5,0,0
Lieselotte,EXHAUST,15,PERFECT,S,10000000,0,21,21,8,2
ロストワンの号哭,EXHAUST,13,EXCESSIVE COMPLETE,S,9946605,0,18,16,0,0
ロストワンの号哭,GRAVITY,16,ULTIMATE CHAIN,S,9990677,0,11,11,2,0
I'm so Happy,EXHAUST,16,ULTIMATE CHAIN,S,9984051,0,4,4,1,0
VALLIS-NERIA,EXHAUST,18,EXCESSIVE COMPLETE,S,9941995,0,30,23,0,0
En FIRE-G SOUL,EXHAUST,13,PERFECT,S,10000000,0,3,2,1,1
音楽 -壊音楽 mix-,EXHAUST,17,ULTIMATE CHAIN,S,9996345,0,30,25,1,0
こちら、幸福安心委員会です。,EXHAUST,15,PERFECT,S,10000000,0,10,9,1,1
サンドリヨン,EXHAUST,13,EXCESSIVE COMPLETE,AA+,9584048,0,1,1,0,0
ませまてぃっく♥ま+ま=まじっく！,EXHAUST,15,PERFECT,S,10000000,0,22,20,5,1
WobbleTangleFestival,EXHAUST,13,EXCESSIVE COMPLETE,S,9903169,0,2,2,0,0
Qubism,EXHAUST,16,PERFECT,S,10000000,0,48,46,6,1
Qubism,HEAVENLY,18,EXCESSIVE COMPLETE,S,9993194,6814,12,11,0,0
天狗の落とし文 feat. ｙｔｒ,EXHAUST,13,PERFECT,S,10000000,3887,16,16,0,2
Two Fates,EXHAUST,11,PERFECT,S,10000000,0,3,3,1,2
魔境堕天録サリエル,EXHAUST,14,EXCESSIVE COMPLETE,S,9938583,0,2,2,0,0
アノ華咲クヤ,EXHAUST,14,ULTIMATE CHAIN,S,9996031,0,1,1,1,0
Vindicator,EXHAUST,15,PERFECT,S,10000000,0,5,3,1,1
神々の祈り,EXHAUST,10,PERFECT,S,10000000,0,1,1,0,1
Goodbye-bye Planet,EXHAUST,14,PERFECT,S,10000000,0,7,5,3,1
げきオコスティックファイナリアリティぷんぷんマスタースパーク,EXHAUST,14,PERFECT,S,10000000,0,3,3,1,1
Sakura Reflection (P*Light Slayer Remix),EXHAUST,15,PERFECT,S,10000000,0,12,12,7,1
Sakura Reflection (P*Light Slayer Remix),VIVID,18,EXCESSIVE COMPLETE,S,9979166,6155,5,5,0,0
She is my wife すーぱーアイドル☆ミツル子Remixちゃん,EXHAUST,15,ULTIMATE CHAIN,S,9955654,0,5,5,1,0
十面相（フリーダムver.）,EXHAUST,14,PERFECT,S,10000000,0,10,10,2,1
自由のための不自由,EXHAUST,11,PERFECT,S,10000000,0,5,5,3,1
SCAPEGOAT BOY - SDVX Edit. -,EXHAUST,14,PERFECT,S,10000000,0,7,7,6,1
Starlight Express,EXHAUST,16,PERFECT,S,10000000,0,15,10,2,1
蒼空に舞え、墨染の桜,EXHAUST,11,PERFECT,S,10000000,0,2,2,0,1
dream control,EXHAUST,11,PERFECT,S,10000000,0,1,1,0,1
Next infection,EXHAUST,15,EXCESSIVE COMPLETE,S,9929577,0,2,1,0,0
非公開日誌,EXHAUST,12,PERFECT,S,10000000,0,1,1,0,1
Mother Ship (C-YA MIX),EXHAUST,15,EXCESSIVE COMPLETE,S,9985781,0,3,3,0,0
Raptate,EXHAUST,12,PLAYED,S,9981250,0,1,0,0,0
仇返しシンドローム,EXHAUST,15,EXCESSIVE COMPLETE,S,9975165,0,3,3,0,0
孤独の番人,EXHAUST,16,ULTIMATE CHAIN,S,9993006,0,18,12,2,0
孤独の番人,HEAVENLY,18,EXCESSIVE COMPLETE,S,9984472,0,4,4,0,0
ルービックキューブ,EXHAUST,15,EXCESSIVE COMPLETE,S,9985250,0,4,4,0,0
Strawberry Crisis,EXHAUST,16,ULTIMATE CHAIN,S,9997004,0,3,2,1,0
Wheel,EXHAUST,16,ULTIMATE CHAIN,S,9996644,0,14,12,5,0
Wheel,HEAVENLY,17,ULTIMATE CHAIN,S,9994196,0,4,4,1,0
The world of sound,EXHAUST,17,EXCESSIVE COMPLETE,S,9934938,0,26,24,0,0
ずっとそばにいさせてよね！,EXHAUST,15,EXCESSIVE COMPLETE,S,9992509,0,5,3,0,0
超恋愛☆エクストリーム・ガール,EXHAUST,15,PERFECT,S,10000000,0,5,5,3,1
Life is Beautiful,EXHAUST,13,EXCESSIVE COMPLETE,AAA+,9856203,0,1,1,0,0
Earthquake Super Shock - SDVX Edit. -,EXHAUST,15,ULTIMATE CHAIN,S,9996376,0,3,3,1,0
一途な片思い、実らせたい小さな幸せ。,EXHAUST,12,COMPLETE,S,9982788,0,1,1,0,0
過食性:アイドル症候群,EXHAUST,16,ULTIMATE CHAIN,S,9989973,0,13,8,2,0
過食性:アイドル症候群,INFINITE,17,ULTIMATE CHAIN,S,9997652,0,30,28,1,0
ケッペキショウ,EXHAUST,15,PERFECT,S,10000000,0,6,6,2,1
金縛りの逢を,EXHAUST,17,EXCESSIVE COMPLETE,S,9959977,0,47,25,0,0
金縛りの逢を,HEAVENLY,18,EXCESSIVE COMPLETE,S,9979367,7052,3,3,0,0
センチメント,EXHAUST,10,PERFECT,S,10000000,0,1,1,0,1
Disagree Feelings,EXHAUST,15,ULTIMATE CHAIN,S,9979524,0,7,7,1,0
MANDARA,EXHAUST,15,PERFECT,S,10000000,0,15,15,4,1
ナツノメイロ,EXHAUST,14,EXCESSIVE COMPLETE,S,9945054,0,1,1,0,0
泡沫、哀のまほろば,EXHAUST,13,COMPLETE,AA+,9589350,0,1,1,0,0
究極焼肉レストラン！お燐の地獄亭！,ADVANCED,10,PERFECT,S,10000000,0,1,1,0,1
究極焼肉レストラン！お燐の地獄亭！,EXHAUST,13,COMPLETE,S,9957466,0,2,1,0,0
Silent Story,EXHAUST,11,PERFECT,S,10000000,0,1,1,0,1
DesireDrive,EXHAUST,13,PERFECT,S,10000000,0,1,1,0,1
ナイト・オブ・ナイツ,ADVANCED,11,COMPLETE,AA+,9552896,0,1,1,0,0
ナイト・オブ・ナイツ,EXHAUST,15,PERFECT,S,10000000,0,15,14,6,1
ナイト・オブ・ナイツ,INFINITE,17,EXCESSIVE COMPLETE,S,9956976,0,16,13,0,0
-Rayrain-,EXHAUST,12,PERFECT,S,10000000,0,2,2,0,2
色は匂へど散りぬるを,EXHAUST,12,PERFECT,S,10000000,0,3,3,0,1
ケロ⑨destiny,EXHAUST,15,ULTIMATE CHAIN,S,9996438,0,6,6,3,0
Help me， ERINNNNNN!!,EXHAUST,13,EXCESSIVE COMPLETE,S,9983142,0,4,3,0,0
魔理沙は大変なものを盗んでいきました,EXHAUST,13,ULTIMATE CHAIN,S,9983416,0,1,1,1,0
魔理沙は大変なものを盗んでいきました,GRAVITY,18,EXCESSIVE COMPLETE,S,9917421,0,9,9,0,0
物凄い勢いでけーねが物凄いうた,EXHAUST,15,PERFECT,S,10000000,0,11,8,4,1
Rot in hell！！,EXHAUST,13,EXCESSIVE COMPLETE,S,9943235,0,2,2,0,0
croiX,EXHAUST,16,EXCESSIVE COMPLETE,S,9973386,0,19,17,0,0
croiX,INFINITE,18,EXCESSIVE COMPLETE,S,9976830,0,61,61,0,0
Gott,EXHAUST,16,PERFECT,S,10000000,0,41,39,3,1
Gott,INFINITE,17,EXCESSIVE COMPLETE,S,9982170,0,35,35,0,0
Dynasty,EXHAUST,16,EXCESSIVE COMPLETE,S,9979395,0,21,16,0,0
Dynasty,INFINITE,17,ULTIMATE CHAIN,S,9973190,0,34,33,1,0
PANIC HOLIC,EXHAUST,16,ULTIMATE CHAIN,S,9994272,0,41,31,4,0
PANIC HOLIC,GRAVITY,18,ULTIMATE CHAIN,S,9994640,5649,47,43,2,0
Max Burning!!,EXHAUST,17,EXCESSIVE COMPLETE,S,9992283,0,82,65,0,0
Max Burning!!,INFINITE,18,EXCESSIVE COMPLETE,S,9967797,0,72,56,0,0
Absurd Gaff,ADVANCED,12,EXCESSIVE COMPLETE,AAA,9787111,0,2,2,0,0
Absurd Gaff,EXHAUST,16,ULTIMATE CHAIN,S,9987961,0,24,18,2,0
Absurd Gaff,GRAVITY,18,EXCESSIVE COMPLETE,S,9948453,0,35,35,0,0
EGG,EXHAUST,14,PERFECT,S,10000000,0,5,3,0,2
EGG,GRAVITY,17,ULTIMATE CHAIN,S,9994301,0,31,31,4,0
éclair au chocolat,EXHAUST,13,ULTIMATE CHAIN,S,9984411,0,3,1,1,0
éclair au chocolat,GRAVITY,17,ULTIMATE CHAIN,S,9977077,0,9,9,1,0
大宇宙ステージ,ADVANCED,11,PERFECT,S,10000000,0,1,1,0,1
大宇宙ステージ,EXHAUST,17,PERFECT,S,10000000,0,77,60,15,1
大宇宙ステージ,GRAVITY,19,EXCESSIVE COMPLETE,AAA+,9878903,0,30,29,0,0
TRIGGER★HAPPY,EXHAUST,14,PERFECT,S,10000000,0,13,7,1,1
TRIGGER★HAPPY,GRAVITY,16,EXCESSIVE COMPLETE,S,9979203,0,18,18,0,0
VISION,EXHAUST,13,ULTIMATE CHAIN,S,9979270,0,4,2,2,0
VISION,GRAVITY,16,PERFECT,S,10000000,0,4,4,1,1
カミサマネジマキ,EXHAUST,15,ULTIMATE CHAIN,S,9990000,0,14,8,4,0
カミサマネジマキ,GRAVITY,17,ULTIMATE CHAIN,S,9992758,0,18,18,2,0
チェックメイト,EXHAUST,12,PERFECT,S,10000000,0,4,4,1,1
地球最後の告白を,EXHAUST,12,EXCESSIVE COMPLETE,AAA+,9881443,0,4,4,0,0
ノイジーラバーソウル,EXHAUST,15,EXCESSIVE COMPLETE,S,9908256,0,4,4,0,0
V.I.P.,EXHAUST,17,ULTIMATE CHAIN,S,9976446,0,25,22,1,0
エスケープ・フロム・ディストピア,EXHAUST,15,EXCESSIVE COMPLETE,S,9977973,0,4,3,0,0
腐れ外道とチョコレゐト,EXHAUST,14,PERFECT,S,10000000,0,9,8,2,1
腐れ外道とチョコレゐト,HEAVENLY,18,EXCESSIVE COMPLETE,S,9964239,4548,3,3,0,0
十面相,EXHAUST,13,PERFECT,S,10000000,0,4,4,1,1
人生リセットボタン,EXHAUST,15,PERFECT,S,10000000,0,13,12,0,2
人生リセットボタン,VIVID,17,EXCESSIVE COMPLETE,S,9991217,0,7,6,0,0
ルートスフィア,EXHAUST,11,PERFECT,S,10000000,0,7,7,2,1
AA BlackY mix,ADVANCED,12,COMPLETE,AAA,9701897,0,1,1,0,0
AA BlackY mix,EXHAUST,16,ULTIMATE CHAIN,S,9993150,0,21,16,1,0
AA BlackY mix,INFINITE,17,ULTIMATE CHAIN,S,9958033,0,22,22,1,0
Tomorrow Perfume (tpz Despair Remix),EXHAUST,13,EXCESSIVE COMPLETE,AAA+,9894050,0,1,1,0,0
pandora (Maozon Remix),EXHAUST,13,EXCESSIVE COMPLETE,S,9965301,0,1,1,0,0
Freeway Shuffle -More2 HAPPY Re-Mix-,EXHAUST,15,EXCESSIVE COMPLETE,S,9950331,0,2,2,0,0
Tomorrow Perfume (C-Show Remix),EXHAUST,16,EXCESSIVE COMPLETE,S,9988679,0,14,10,0,0
Blue Rain Dustboxxxx RMX,EXHAUST,14,ULTIMATE CHAIN,S,9996915,0,2,2,1,0
Ray,EXHAUST,12,ULTIMATE CHAIN,S,9995678,0,3,3,2,0
rainbow flyer -gratitude remix-,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9894011,0,3,2,0,0
明星ロケット,EXHAUST,13,PERFECT,S,10000000,0,5,5,0,1
幻想のサテライト,ADVANCED,11,COMPLETE,AA,9443920,0,1,1,0,0
幻想のサテライト,EXHAUST,16,EXCESSIVE COMPLETE,S,9976717,0,12,9,0,0
月に叢雲華に風,EXHAUST,13,COMPLETE,S,9987416,0,4,1,0,0
月に叢雲華に風,INFINITE,15,COMPLETE,S,9965616,0,2,2,0,0
Runway Drive,EXHAUST,11,PERFECT,S,10000000,0,3,3,0,2
Grip & Break down !! - SDVX Edit. -,ADVANCED,10,COMPLETE,AA+,9673913,0,1,1,0,0
Grip & Break down !! - SDVX Edit. -,EXHAUST,15,EXCESSIVE COMPLETE,S,9992248,0,9,5,0,0
taboo tears you up 2008,ADVANCED,10,COMPLETE,AA,9499374,0,1,1,0,0
taboo tears you up 2008,EXHAUST,15,PERFECT,S,10000000,0,6,6,0,1
チルノのパーフェクトさんすう教室,ADVANCED,10,COMPLETE,AA+,9603429,0,1,1,0,0
チルノのパーフェクトさんすう教室,EXHAUST,13,ULTIMATE CHAIN,S,9983291,0,4,4,1,0
チルノのパーフェクトさんすう教室,INFINITE,16,ULTIMATE CHAIN,S,9997069,0,8,8,2,0
Bad Apple!! feat. nomico,EXHAUST,12,PERFECT,S,10000000,0,4,3,0,1
Bad Apple!! feat. nomico,INFINITE,16,EXCESSIVE COMPLETE,S,9982381,0,8,7,0,0
再教育,ADVANCED,7,ULTIMATE CHAIN,S,9979209,0,1,1,1,0
再教育,EXHAUST,9,PERFECT,S,10000000,0,5,5,0,3
dreamin' feat.Ryu☆,EXHAUST,13,COMPLETE,AA+,9632525,0,1,1,0,0
ハートブレイク・ヘッドライン,EXHAUST,11,PERFECT,S,10000000,0,4,4,1,1
Black Board,EXHAUST,12,COMPLETE,AA,9450171,0,1,1,0,0
ポーカーフェイス,EXHAUST,12,PERFECT,S,10000000,0,8,8,3,2
イカサマライフゲイム,ADVANCED,10,COMPLETE,AAA,9703663,0,1,1,0,0
イカサマライフゲイム,EXHAUST,14,PERFECT,S,10000000,0,13,9,3,1
イカサマライフゲイム,HEAVENLY,17,PERFECT,S,10000000,0,9,9,2,1
セツナトリップ,ADVANCED,10,COMPLETE,A,8887500,0,1,1,0,0
セツナトリップ,EXHAUST,15,ULTIMATE CHAIN,S,9995583,0,22,18,10,0
セツナトリップ,HEAVENLY,17,EXCESSIVE COMPLETE,S,9967414,0,6,6,0,0
恋愛勇者,EXHAUST,12,PERFECT,S,10000000,0,4,4,0,1
六兆年と一夜物語,ADVANCED,10,COMPLETE,AA,9369063,0,1,1,0,0
六兆年と一夜物語,EXHAUST,14,PERFECT,S,10000000,0,10,9,3,3
六兆年と一夜物語,INFINITE,16,ULTIMATE CHAIN,S,9996865,0,5,5,2,0
炉心融解,EXHAUST,11,PERFECT,S,10000000,0,2,2,0,1
炉心融解,INFINITE,13,PERFECT,S,10000000,0,2,2,0,1
Ganymede kamome mix,ADVANCED,11,COMPLETE,A+,9140909,0,1,1,0,0
Ganymede kamome mix,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9879822,5283,78,50,0,0
Ganymede kamome mix,INFINITE,19,EXCESSIVE COMPLETE,S,9923448,0,59,53,0,0
GAMBOL (dfk SLC rmx),EXHAUST,13,EXCESSIVE COMPLETE,AAA+,9853574,0,1,1,0,0
GAMBOL (dfk SLC rmx),INFINITE,16,EXCESSIVE COMPLETE,S,9994861,0,22,18,0,0
SEED (DJ Noriken Remix),EXHAUST,14,PERFECT,S,10000000,0,5,5,1,1
Distorted Floor,EXHAUST,15,ULTIMATE CHAIN,S,9996605,0,11,8,3,0
Distorted Floor,INFINITE,17,ULTIMATE CHAIN,S,9992299,5804,25,25,1,0
Fire Strike,EXHAUST,13,ULTIMATE CHAIN,S,9995884,0,1,1,1,0
freaky freak,ADVANCED,12,ULTIMATE CHAIN,S,9916452,0,1,1,1,0
freaky freak,EXHAUST,15,PERFECT,S,10000000,0,30,28,16,1
freaky freak,GRAVITY,17,ULTIMATE CHAIN,S,9975558,0,32,32,7,0
World Vertex,EXHAUST,14,PERFECT,S,10000000,0,2,2,1,1
World Vertex,GRAVITY,16,EXCESSIVE COMPLETE,S,9964589,0,4,4,0,0
天ノ弱,EXHAUST,13,ULTIMATE CHAIN,S,9992000,0,8,5,1,0
天ノ弱,INFINITE,17,ULTIMATE CHAIN,S,9997025,0,32,32,1,0
Ignited Night burst,EXHAUST,14,ULTIMATE CHAIN,S,9990834,0,7,7,5,0
